timestamp,status,latency_ms,bytes_received
1765592405.747106,302,546.3132858276367,354
1765592405.7481058,302,547.3129749298096,354
1765592405.752107,302,550.3144264221191,354
1765592405.7711024,302,570.3096389770508,354
1765592405.8784258,302,676.633358001709,354
1765592406.001379,302,254.2729377746582,354
1765592406.142375,302,394.2692279815674,354
1765592406.1543832,302,275.9573459625244,354
1765592406.2634125,302,261.0344886779785,354
1765592406.2634125,302,511.305570602417,354
1765592406.264744,302,493.64161491394043,354
1765592406.39154,302,249.16505813598633,354
1765592406.523558,302,260.1454257965088,354
1765592406.566101,302,410.71367263793945,354
1765592406.5941164,302,330.7039737701416,354
1765592406.6860604,302,421.31638526916504,354
1765592406.765573,302,374.03297424316406,354
1765592406.8518279,302,328.26995849609375,354
1765592406.919871,302,353.77001762390137,354
1765592406.9531455,302,359.02905464172363,354
1765592407.1786864,302,413.1133556365967,354
1765592407.179741,302,493.680477142334,354
1765592407.2126873,302,259.54174995422363,354
1765592407.2126873,302,360.8593940734863,354
1765592407.2176845,302,297.81341552734375,354
1765592407.5089943,302,330.3079605102539,354
1765592407.531478,302,313.793420791626,354
1765592407.5695064,302,389.76550102233887,354
1765592407.6541681,302,440.48333168029785,354
1765592407.7062614,302,493.5741424560547,354
1765592407.875656,302,305.20009994506836,354
1765592407.988211,302,334.0427875518799,354
1765592407.9935007,302,287.23931312561035,354
1765592408.0220761,302,513.0817890167236,354
1765592408.0626242,302,531.1462879180908,354
1765592408.2830026,302,289.5019054412842,354
1765592408.291549,302,414.8983955383301,354
1765592408.4369867,302,414.91055488586426,354
1765592408.4880855,302,425.4612922668457,354
1765592408.4920177,302,503.80682945251465,354
1765592408.5499063,302,257.5533390045166,354
1765592408.817016,302,380.02920150756836,354
1765592408.8180077,302,268.10145378112793,354
1765592408.8180077,302,535.0050926208496,354
1765592408.984001,302,495.91541290283203,354
1765592409.0190992,302,527.0814895629883,354
1765592409.3323505,302,515.3346061706543,354
1765592409.3323505,302,348.34957122802734,354
1765592409.3333516,302,515.3439044952393,354
1765592409.3333516,302,515.3439044952393,354
1765592409.3513532,302,331.3133716583252,354
1765592409.6375413,302,304.18968200683594,354
1765592409.6385436,302,287.19043731689453,354
1765592409.6385436,302,305.1919937133789,354
1765592409.6987777,302,366.4271831512451,354
1765592409.6987777,302,366.4271831512451,354
1765592410.0470603,302,409.5189571380615,354
1765592410.0697544,302,430.21154403686523,354
1765592410.090944,302,392.1663761138916,354
1765592410.1220183,302,483.4747314453125,354
1765592410.2268126,302,528.0349254608154,354
1765592410.333874,302,285.86602210998535,354
1765592410.5603673,302,489.51148986816406,354
1765592410.5615027,302,438.4481906890869,354
1765592410.590246,302,362.43677139282227,354
1765592410.6205008,302,528.5317897796631,354
1765592410.8648524,302,530.9784412384033,354
1765592410.8817642,302,320.26147842407227,354
1765592410.893808,302,302.203893661499,354
1765592411.0057077,302,385.206937789917,354
1765592411.078144,302,517.7767276763916,354
1765592411.1429954,302,249.18746948242188,354
1765592411.3781464,302,511.9636058807373,354
1765592411.3791428,302,497.3785877227783,354
1765592411.4024165,302,396.70872688293457,354
1765592411.5093396,302,431.1954975128174,354
1765592411.5495474,302,406.5520763397217,354
1765592411.85417,302,475.02732276916504,354
1765592411.866161,302,463.7446403503418,354
1765592411.8772056,302,499.05920028686523,354
1765592412.0002143,302,450.6669044494629,354
1765592412.045798,302,536.4584922790527,354
1765592412.2982697,302,444.09966468811035,354
1765592412.3164775,302,439.2719268798828,354
1765592412.3847935,302,518.6324119567871,354
1765592412.3935628,302,393.34845542907715,354
1765592412.6079445,302,562.1464252471924,354
1765592412.6419728,302,343.703031539917,354
1765592412.6463108,302,329.8332691192627,354
1765592412.7042496,302,310.6868267059326,354
1765592412.913,302,528.2065868377686,354
1765592413.0087306,302,362.41984367370605,354
1765592413.0624778,302,357.158899307251,354
1765592413.0757542,302,432.72924423217773,354
1765592413.0827403,302,474.7958183288574,354
1765592413.4263194,302,513.3192539215088,354
1765592413.4601202,302,377.3798942565918,354
1765592413.4612741,302,385.51998138427734,354
1765592413.4911444,302,482.41376876831055,354
1765592413.5271797,302,464.70189094543457,354
1765592413.734048,302,273.9276885986328,354
1765592413.7959816,302,334.70749855041504,354
1765592413.8039813,302,377.66194343566895,354
1765592414.040399,302,549.2546558380127,354
1765592414.0414715,302,514.2917633056641,354
1765592414.043392,302,309.3440532684326,354
1765592414.1017587,302,297.7774143218994,354
1765592414.1940536,302,398.0720043182373,354
1765592414.3158057,302,275.4065990447998,354
1765592414.4301727,302,328.4139633178711,354
1765592414.5247004,302,481.3230037689209,354
1765592414.5606935,302,517.3015594482422,354
1765592414.6746101,302,480.5564880371094,354
1765592414.7643151,302,334.14244651794434,354
1765592414.7652988,302,449.4931697845459,354
1765592414.8034194,302,242.72584915161133,354
1765592414.9526827,302,427.9823303222656,354
1765592415.055875,302,381.26492500305176,354
1765592415.0663993,302,302.08420753479004,354
1765592415.2043695,302,439.0707015991211,354
1765592415.2206411,302,267.958402633667,354
1765592415.256026,302,452.6066780090332,354
1765592415.3179862,302,251.5869140625,354
1765592415.3716905,302,315.8154487609863,354
1765592415.6792972,302,473.8938808441162,354
1765592415.6802876,302,362.3013496398926,354
1765592415.7544723,302,533.8311195373535,354
1765592415.7704709,302,513.4334564208984,354
1765592415.8997986,302,528.1081199645996,354
