timestamp,status,latency_ms,bytes_received
1765592416.1024415,302,422.1539497375488,354
1765592416.1851485,302,414.67761993408203,354
1765592416.2027886,302,448.3163356781006,354
1765592416.212353,302,533.0557823181152,354
1765592416.2944925,302,393.7106132507324,354
1765592416.4712412,302,258.88824462890625,354
1765592416.5321882,302,347.03969955444336,354
1765592416.5873487,302,384.56010818481445,354
1765592416.6397421,302,537.3005867004395,354
1765592416.7125514,302,418.0588722229004,354
1765592416.7233913,302,252.1500587463379,354
1765592416.841828,302,309.63993072509766,354
1765592417.2149246,302,491.5332794189453,354
1765592417.2160127,302,502.4223327636719,354
1765592417.2170134,302,629.6646595001221,354
1765592417.2179682,302,578.2260894775391,354
1765592417.3035736,302,461.7455005645752,354
1765592417.5223916,302,305.3781986236572,354
1765592417.5646527,302,261.0790729522705,354
1765592417.5935,302,376.48653984069824,354
1765592417.6691222,302,451.1539936065674,354
1765592417.6912646,302,475.2519130706787,354
1765592417.793539,302,271.1474895477295,354
1765592418.0348918,302,469.24710273742676,354
1765592418.0389276,302,445.42765617370605,354
1765592418.0638947,302,394.7725296020508,354
1765592418.2025745,302,510.3127956390381,354
1765592418.2932026,302,498.5935688018799,354
1765592418.5466752,302,481.78935050964355,354
1765592418.5588355,302,523.9436626434326,354
1765592418.5770051,302,538.0775928497314,354
1765592418.6110027,302,408.4281921386719,354
1765592418.6446867,302,351.4840602874756,354
1765592418.8527563,302,293.92075538635254,354
1765592418.9276874,302,381.0122013092041,354
1765592419.0108607,302,399.8579978942871,354
1765592419.015441,302,437.3970031738281,354
1765592419.1365554,302,491.8687343597412,354
1765592419.2642822,302,411.5259647369385,354
1765592419.292907,302,365.2195930480957,354
1765592419.5130224,302,497.58148193359375,354
1765592419.5510578,302,540.1971340179443,354
1765592419.5621517,302,425.5962371826172,354
1765592419.6397138,302,346.80676460266113,354
1765592419.8777237,302,612.3824119567871,354
1765592419.927726,302,376.66821479797363,354
1765592419.9797256,302,465.70515632629395,354
1765592420.0333068,302,470.21007537841797,354
1765592420.0562274,302,416.51368141174316,354
1765592420.388593,302,510.86926460266113,354
1765592420.3895922,302,356.28533363342285,354
1765592420.3895922,302,408.86688232421875,354
1765592420.4035895,302,475.8634567260742,354
1765592420.5371706,302,480.9432029724121,354
1765592420.7182643,302,328.6721706390381,354
1765592420.760419,302,370.82672119140625,354
1765592420.7713547,302,366.7576313018799,354
1765592420.8991203,302,510.5273723602295,354
1765592420.9001222,302,362.95151710510254,354
1765592421.1403925,302,369.0378665924072,354
1765592421.141389,302,423.1245517730713,354
1765592421.3278341,302,428.7137985229492,354
1765592421.3301706,302,569.7517395019531,354
1765592421.3351352,302,435.0130558013916,354
1765592421.413785,302,273.3924388885498,354
1765592421.6152973,302,473.9084243774414,354
1765592421.6162906,302,288.4564399719238,354
1765592421.7551112,302,419.97599601745605,354
1765592421.7561088,302,425.9381294250488,354
1765592421.8182921,302,404.5071601867676,354
1765592421.947569,302,332.2715759277344,354
1765592422.1555688,302,539.2782688140869,354
1765592422.19574,302,440.6287670135498,354
1765592422.198733,302,442.6243305206299,354
1765592422.2397318,302,421.43964767456055,354
1765592422.34571,302,398.14114570617676,354
1765592422.432867,302,277.2982120513916,354
1765592422.4882295,302,289.49642181396484,354
1765592422.7439852,302,548.2451915740967,354
1765592422.7449808,302,312.11376190185547,354
1765592422.7449808,302,504.2459964752197,354
1765592422.7960005,302,450.2904415130615,354
1765592423.0509455,302,562.716007232666,354
1765592423.0952818,302,299.28135871887207,354
1765592423.106293,302,361.3121509552002,354
1765592423.2245107,302,480.5254936218262,354
1765592423.2454512,302,500.4703998565674,354
1765592423.3543358,302,303.3902645111084,354
1765592423.4339118,302,338.62996101379395,354
1765592423.6681077,302,560.8038902282715,354
1765592423.6691043,302,444.5936679840088,354
1765592423.6700518,302,424.60060119628906,354
1765592423.7829504,302,349.03860092163086,354
1765592423.796997,302,442.6612854003906,354
1765592423.9721918,302,304.08406257629395,354
1765592424.1013212,302,431.26940727233887,354
1765592424.1671016,302,497.9972839355469,354
1765592424.204566,302,407.56893157958984,354
1765592424.3042066,302,521.2562084197998,354
1765592424.343018,302,241.69683456420898,354
1765592424.4580083,302,485.81647872924805,354
1765592424.459,302,254.43410873413086,354
1765592424.5275226,302,360.42094230651855,354
1765592424.7069077,302,248.8994598388672,354
1765592424.7259576,302,421.7510223388672,354
1765592424.8934565,302,550.438404083252,354
1765592424.9124644,302,452.4857997894287,354
1765592425.0425136,302,514.991044998169,354
1765592425.049457,302,323.4994411468506,354
1765592425.085984,302,379.0762424468994,354
1765592425.409851,302,497.3866939544678,354
1765592425.4108531,302,517.3966884613037,354
1765592425.4118562,302,369.342565536499,354
1765592425.4118562,302,361.3309860229492,354
1765592425.412854,302,326.8699645996094,354
1765592425.82168,302,411.82899475097656,354
1765592425.8236835,302,412.8303527832031,354
1765592425.8246827,302,412.8265380859375,354
1765592425.8256829,302,412.8289222717285,354
1765592425.8427677,302,430.9115409851074,354
1765592426.2256942,302,403.0120372772217,354
1765592426.2266936,302,403.01012992858887,354
1765592426.2266936,302,402.0109176635742,354
1765592426.2960477,302,470.3648090362549,354
1765592426.3491592,302,505.39493560791016,354
1765592426.5084658,302,280.7037830352783,354
1765592426.6009057,302,251.74641609191895,354
1765592426.6100762,302,384.3820095062256,354
1765592426.70297,302,476.2763977050781,354
1765592426.7953238,302,499.27616119384766,354
1765592427.0476637,302,437.5874996185303,354
1765592427.0486515,302,447.74580001831055,354
1765592427.0496612,302,541.1953926086426,354
1765592427.2489748,302,545.0220108032227,354
1765592427.257838,302,461.49516105651855,354
1765592427.344813,302,295.151948928833,354
1765592427.4464278,302,398.76413345336914,354
1765592427.5257113,302,276.7364978790283,354
1765592427.5429013,302,494.2498207092285,354
1765592427.655861,302,398.0228900909424,354
1765592427.6944387,302,349.6255874633789,354
1765592427.7957723,302,270.0610160827637,354
1765592427.8328435,302,386.4157199859619,354
1765592427.8626041,302,318.67098808288574,354
1765592428.2742288,302,618.3679103851318,354
1765592428.2752247,302,479.45237159729004,354
1765592428.27616,302,581.721305847168,354
1765592428.2771637,302,444.3202018737793,354
1765592428.3339102,302,471.30608558654785,354
1765592428.6845303,302,410.30144691467285,354
1765592428.6855626,302,408.3988666534424,354
1765592428.6865008,302,410.3407859802246,354
1765592428.7020366,302,426.81193351745605,354
1765592428.7273314,302,392.49682426452637,354
1765592429.0947764,302,408.2756042480469,354
1765592429.0957677,302,410.2051258087158,354
1765592429.1395154,302,454.9851417541504,354
1765592429.2228596,302,520.8230018615723,354
1765592429.2328563,302,505.5248737335205,354
1765592429.4686418,302,329.12635803222656,354
1765592429.5568595,302,461.0917568206787,354
1765592429.5827873,302,488.0108833312988,354
1765592429.6373546,302,414.49499130249023,354
1765592429.7110431,302,477.1864414215088,354
1765592429.7215323,302,252.89058685302734,354
1765592429.8560467,302,299.18718338012695,354
1765592430.1186585,302,535.8712673187256,354
1765592430.120641,302,483.28638076782227,354
1765592430.1642156,302,452.1758556365967,354
1765592430.179653,302,458.12058448791504,354
1765592430.3654716,302,509.42492485046387,354
1765592430.3935778,302,274.9192714691162,354
1765592430.4429321,302,322.29113578796387,354
1765592430.5922177,302,411.53645515441895,354
1765592430.6593335,302,495.1179027557373,354
1765592430.7714243,302,405.95269203186035,354
1765592430.8446586,302,451.0807991027832,354
1765592430.9103158,302,466.4568901062012,354
1765592431.0425327,302,450.314998626709,354
1765592431.1395829,302,293.92337799072266,354
1765592431.1876166,302,527.1966457366943,354
1765592431.2683308,302,358.0150604248047,354
1765592431.273457,302,502.0327568054199,354
1765592431.398551,302,356.0183048248291,354
1765592431.4778101,302,290.1935577392578,354
1765592431.601199,302,461.61603927612305,354
1765592431.6819959,302,408.538818359375,354
1765592431.7221797,302,453.84883880615234,354
1765592431.757788,302,359.2369556427002,354
1765592431.8768806,302,399.07050132751465,354
1765592431.8918757,302,290.6768321990967,354
1765592432.165529,302,443.34936141967773,354
1765592432.1931121,302,511.11626625061035,354
1765592432.195021,302,437.23297119140625,354
1765592432.1961026,302,304.2268753051758,354
1765592432.3701172,302,493.2365417480469,354
1765592432.421529,302,256.0000419616699,354
1765592432.5761266,302,383.014440536499,354
1765592432.6796682,302,484.647274017334,354
1765592432.711442,302,515.3393745422363,354
1765592432.985062,302,614.9446964263916,354
1765592432.986122,302,563.5297298431396,354
1765592432.986122,302,409.99531745910645,354
1765592433.1190264,302,407.58442878723145,354
1765592433.177403,302,497.73478507995605,354
1765592433.3136911,302,327.56924629211426,354
1765592433.35758,302,372.51806259155273,354
1765592433.3980427,302,279.01625633239746,354
1765592433.4915595,302,505.43761253356934,354
1765592433.5106957,302,332.2465419769287,354
1765592433.8059788,302,407.93609619140625,354
1765592433.8069766,302,493.2854175567627,354
1765592433.8078969,302,450.3169059753418,354
1765592433.9016607,302,390.9649848937988,354
1765592434.026245,302,534.6856117248535,354
1765592434.1604018,302,354.42304611206055,354
1765592434.423588,302,521.9273567199707,354
1765592434.4245934,302,616.6965961456299,354
1765592434.4255288,302,618.5522079467773,354
1765592434.5643945,302,537.1325016021729,354
1765592434.699851,302,538.445234298706,354
1765592434.7131877,302,287.6589298248291,354
1765592434.9323177,302,508.7296962738037,354
1765592434.9323177,302,367.9232597351074,354
1765592434.9584854,302,533.8919162750244,354
1765592435.0399415,302,326.7538547515869,354
1765592435.234112,302,534.2609882354736,354
1765592435.2634926,302,305.0072193145752,354
1765592435.264601,302,332.28325843811035,354
1765592435.337944,302,298.0024814605713,354
1765592435.337944,302,405.6262969970703,354
